PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
236176174,20186723,27,2020-10-06T07:45:00,"Bigelow Blvd Pittsburgh, PA 15219",N,Crawford-Roberts,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,305,7,3,-79.9794142802764,40.450367817031
236184659,20186538,11,2020-10-05T21:05:00,"6100 Block Spirit St Pittsburgh, PA 15206",N,East Liberty,5,CREDIT CARDS,4106 Access Device Fraud,1115,8,2,-79.9235312106605,40.4596095610586
236195394,20186804,6,2020-10-06T11:40:00,"600 Block Pressley St Pittsburgh, PA 15212",N,East Allegheny,1,THEFT FROM AUTO,3934 Theft from Vehicle,2304,1,1,-79.9986796721415,40.4522188227154
236195776,20186779,6,2020-10-04T13:53:00,"400 Block E Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2304,1,1,-80.0015589134548,40.4534470594398
236197244,20186791,10,2020-10-06T11:31:00,"3000 Block Liberty Ave Pittsburgh, PA 15201",N,Polish Hill,2,HARRASSMENT,2709(a) Harassment.,605,7,6,-79.9714262593693,40.4583634275947
237733755,20197857,27,2020-10-22T16:34:00,"5000 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1515,5,3,-79.9436863570209,40.4085502514463
237741005,20197912,10,2020-10-22T18:01:00,"70 Block E Carson St Pittsburgh, PA 15210",Y,South Shore,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 13(a)(32) Paraphernalia - Use or Possession / 3802(d)(2) DUI - Drug - Impaired Ability / 5101 Obstructing Admin. of Law  / 4906 False Reports to Law Enforcement Authorities. / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE / 3714 Careless Driving / 4914 False Identification to Law Enforcement Authorities,1921,3,5,-80.0018626723817,40.4311080549847
237751013,20198115,0,2020-10-23T00:16:00,"800 Block Bell Ave Pittsburgh, PA 15106",N,East Carnegie,6,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,2805,2,5,-80.0761031346941,40.4160751608032
237229403,20194548,10,2020-10-17T18:50:00,"300 Block N Shore Dr Pittsburgh, PA 15212",Y,North Shore,1,TERRORISTIC THREATS,2706 Terroristic Threats. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,2205,1,1,-80.0096363483307,40.4549103553127
237233387,20194702,23,2020-10-18T00:50:00,"3900 Block Winshire St Pittsburgh, PA 15212",Y,Brighton Heights,1,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5507 Obstructing Highways and Passages. / 5503 Disorderly Conduct.,2701,1,1,-80.0389611857921,40.4856338756765
-3262056979,20194711,27,2020-10-18T00:12:00,"1600 Block Rutherford Ave Pittsburgh, PA 15216",N,Beechview,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1916,4,5,-80.026784694016,40.4103403956625
237234075,20194698,14,2020-10-17T23:45:00,"50 Block S 10th St Pittsburgh, PA 15203",Y,Central Business District,3,CRIM MISCHIEF,3304 Criminal Mischief. / 5503 Disorderly Conduct.,1702,6,6,-80.004658434066,40.4440140662136
237234427,20194773,27,2020-10-18T02:21:00,"Saw Mill Run Blvd & Woodruff St Pittsburgh, PA 15220",Y,Duquesne Heights,3,DUI - GENERAL IMPAIRMENT,3743 Accidents Involving Damage to Attended Veh. or Property / 3802(a)(1) DUI - General Impairment / 3736 Reckless Driving,1911,2,5,-80.0199299522882,40.4258728267517
237234695,20194826,6,2020-10-18T04:40:00,"2000 Block Broadhead Fording Rd Pittsburgh, PA 15205",N,Fairywood,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2808,2,5,-80.0825198530101,40.4482712023306
237234894,20194709,27,2020-10-18T00:15:00,"Woodruff St & Saw Mill Run Blvd Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1785 Proof of Financial Responsibility Following Accident.,1903,2,5,-80.0199299522882,40.4258728267517
237016906,20192332,0,2020-10-14T17:08:00,"Larimer Ave & Shetland St Pittsburgh, PA 15206",Y,Larimer,5,99,627.02(b)(i) Possessing a small amount of marijuana / 4524 Windshield Obstructions and Wipers.,1204,9,2,-79.9122092344743,40.4662043611561
237055862,20192739,5,2020-10-15T09:00:00,"7000 Block Meade Pl Pittsburgh, PA 15208",N,Point Breeze North,4,BURGLARY,3502 Burglary.,1405,9,2,-79.9051381321199,40.4512816883977
237068815,20192786,99,2020-10-15T10:33:00,"1100 Block High St Pittsburgh, PA 15212",N,Spring Garden,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2412,,,0,0
-3420047874,20192754,10,2020-10-15T09:42:00,"Amberson Ave & Ellsworth Ave Pittsburgh, PA 15232",Y,Shadyside,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",703,8,2,-79.9409516338458,40.4513237697461
237089922,20192889,10,2020-10-15T10:59:00,"100 Block S 16th St Pittsburgh, PA 15203",Y,South Side Flats,3,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,1702,3,3,-79.9830148271228,40.4284483597115
235966937,20185169,18,2020-10-03T16:54:00,"800 Block Chartiers Ave Pittsburgh, PA 15220",Y,Elliott,6,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 3353 Prohibitions in Specified Places.,2020,2,5,-80.0390413458052,40.4425953557746
235967320,20185290,6,2020-10-03T20:10:00,"90 Block S 18th St Pittsburgh, PA 15203",Y,Bluff,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1702,3,3,-79.9805685304729,40.4288406849265
235978110,20185391,0,2020-10-03T23:40:00,"300 Block E North Ave Pittsburgh, PA 15212",N,Central North Side,1,99,9093 Indirect Criminal Contempt,2206,,,-79.8427960425285,40.4125315408834
235982712,20185396,5,2020-10-04T00:13:00,"2400 Block Baldwick Rd Pittsburgh, PA 15205",N,Westwood,6,BURGLARY,3502 Burglary.,2811,2,5,-80.0589687565031,40.4268626738205
235985034,20185375,10,2020-10-03T17:39:00,"500 Block East End Ave Pittsburgh, PA 15221",Y,Point Breeze,4,HARRASSMENT,2709 Harassment (Non-Specific),1406,9,3,-79.8958108509806,40.4427513096495
235989007,20184871,99,2020-10-03T04:10:00,"300 Block Sweetbriar St Pittsburgh, PA 15211",Y,Duquesne Heights,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1911,2,5,-80.0221206695261,40.4373202157607
235989048,20185377,0,2020-10-03T23:44:00,"7600 Block Frankstown Ave Pittsburgh, PA 15221",N,Homewood South,5,99,8106 Shots Fired,1304,9,2,-79.8899923158022,40.4559504015839
237432940,20196371,0,2020-10-20T14:00:00,"700 Block N Murtland St Pittsburgh, PA 15208",N,Homewood West,5,99,9999 9999 - (Misc. Incident): ,1207,,,0,0
237436649,20196372,11,2020-10-14T00:01:00,"1400 Block Beechview Ave Pittsburgh, PA 15216",N,Beechview,6,IDENTITY THEFT,4120 Identity Theft,1916,4,5,-80.0251662709648,40.4142481548855
237465725,20196563,0,2020-10-20T20:34:00,"Irvine St & Tullymet St Pittsburgh, PA 15207",N,Hazelwood,4,99,9999 9999 - (Misc. Incident): ,1501,5,3,-79.9459791040339,40.414582941077
237472622,20196552,0,2020-10-20T20:15:00,"200 Block Joyce Ter Pittsburgh, PA 15207",N,Hazelwood,4,99,8106 Shots Fired,1515,,,0,0
237487234,20196733,99,2020-10-21T04:30:00,"700 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.9998563743372,40.4424457459566
237501552,20196353,6,2020-10-20T14:35:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.9221749446935,40.4651657848127
236201884,20186822,11,2020-10-06T00:01:00,"2400 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,CREDIT CARDS,4120 Identity Theft / 4106 Access Device Fraud,2614,,,0,0
236203826,20186842,10,2020-10-06T03:00:00,"100 Block Elmore St Pittsburgh, PA 15219",N,Middle Hill,2,HARRASSMENT,2709 Harassment (Non-Specific),501,,,-79.8621332272018,40.4285758019603
236207054,20186852,6,2020-10-05T16:30:00,"200 Block Meyran Ave Pittsburgh, PA 15213",N,Central Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,405,3,3,-79.9582252389536,40.440309406601
236207843,20186849,14,2020-10-05T22:28:00,"80 Block S 11th St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s) / 3304 Criminal Mischief.,1702,,,-79.8993880465174,40.4067316529343
236210793,20186864,10,2020-10-06T10:00:00,"Cable Pl Pittsburgh, PA 15213",N,Central Oakland,4,HARRASSMENT,2709 Harassment (Non-Specific),406,,,-79.8356515703521,40.3994243087808
236214152,20186882,6,2020-10-06T14:00:00,"N Homewood Ave & Bennett St Pittsburgh, PA 15208",N,Homewood South,5,THEFT FROM AUTO,3934 Theft from Vehicle,1303,9,2,-79.8966632728295,40.4564719130633
236230701,20186883,13,2020-10-06T14:28:00,"400 Block Taylor St Pittsburgh, PA 15224",Y,Bloomfield,5,RECEIVING STOLEN PROPERTY,"3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 3733 Fleeing or Attempting to Elude Police Officer",802,7,2,-79.9520125454327,40.4614125314475
236237249,20187020,0,2020-10-06T00:01:00,"2200 Block Wilner Dr Pittsburgh, PA 15221",N,East Hills,5,99,9999 9999 - (Misc. Incident): ,1306,,,0,0
236237533,20187032,29,2020-10-06T18:21:00,"4000 Block Vinceton St Pittsburgh, PA 15214",N,Perry North,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2602,1,1,-80.0227333044512,40.4904834556779
236249912,20187091,0,2020-10-06T20:13:00,"W Warrington Ave & Saw Mill Run Blvd Pittsburgh, PA 15226",Y,Mount Washington,3,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,1915,4,5,-80.0113595839747,40.4150818826327
237773426,20198323,0,2020-10-23T10:47:00,"2500 Block Plainview Ave Pittsburgh, PA 15226",N,Brookline,6,99,9993 PFA Service with Weapons Supplement,1919,4,5,-80.024314978029,40.3982405354815
237827246,20199188,6,2020-10-24T11:51:00,"400 Block 56th St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1011,,,0,0
237841335,20199345,18,2020-10-24T20:30:00,"Stafford St & Narcissus Ave Pittsburgh, PA 15204",Y,Sheraden,6,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3323 Stop Signs and Yield Signs. / 1543 Driving While Operating Privilege is Suspended or Revoked.,2018,2,5,-80.0497200381025,40.4559676918954
237843051,20199488,99,2020-10-25T00:30:00,"3500 Block Simen Ave Pittsburgh, PA 15212",N,Brighton Heights,1,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,2703,1,1,-80.032458155241,40.4795047566174
235966016,20185211,14,2020-10-03T16:56:00,"1500 Block Cooper Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,CRIM MISCHIEF,3304 Criminal Mischief.,2701,1,1,-80.0384819441643,40.4836841209059
235969122,20185298,0,2020-10-03T21:00:00,"2100 Block Noblestown Rd Pittsburgh, PA 15205",N,Westwood,6,99,9999 9999 - (Misc. Incident): ,2811,2,5,-80.0535471500779,40.4314604040809
235988291,20185415,4,2020-10-04T00:45:00,"1600 Block Nobles Ln Pittsburgh, PA 15210",Y,Carrick,3,AGG-ASSAULT,2702 Aggravated Assault. / 2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,2901,4,3,-79.9977545371464,40.3972664171687
236007326,20185587,27,2020-10-04T10:00:00,"2400 Block Bedford Ave Pittsburgh, PA 15219",N,Middle Hill,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,501,6,3,-79.9742739984904,40.4496143418734
237241531,20190837,10,2020-10-12T13:00:00,"7700 Block Mulford St Pittsburgh, PA 15221",Y,Homewood South,5,SIMPLE ASSAULT,2701 Simple Assault.,1304,9,2,-79.8894729443718,40.4519570257054
237244117,20194919,27,2020-10-18T10:25:00,"200 Block Mc Kee Pl Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,405,3,3,-79.9594184918264,40.4397624058088
237250401,20194811,0,2020-10-18T04:00:00,"300 Block Mathews Ave Pittsburgh, PA 15210",N,Knoxville,3,99,8106 Shots Fired,3001,3,5,-79.9930634863787,40.4130974806135
237250660,20195517,27,2020-10-18T17:10:00,"Shady Ave & Phillips Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1408,5,3,-79.9182555938855,40.4323044826641
237253418,20195238,6,2020-10-18T11:00:00,"5600 Block Stanton Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1113,9,2,-79.9262526563548,40.4715111797246
237254314,20195130,0,2020-10-18T17:43:00,"Elba St & Francis St Pittsburgh, PA 15219",Y,Middle Hill,2,DUI - GENERAL IMPAIRMENT,3323 Stop Signs and Yield Signs. / 3802(a)(1) DUI - General Impairment,501,6,3,-79.9677731199056,40.4475583709924
237256151,20195285,3,2020-10-18T22:26:00,"4200 Block Main St Pittsburgh, PA 15224",Y,Bloomfield,5,ROBBERY,3701 Robbery. / 2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 2701 Simple Assault.,903,7,2,-79.9544019071416,40.4648932051879
237261247,20195366,18,2020-10-19T01:30:00,"Lowell St & Polk Way Pittsburgh, PA 15206",Y,Larimer,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,1208,9,2,-79.9121807412225,40.4614752333519
237120310,20193175,14,2020-10-15T20:38:00,"2900 Block Mary St Pittsburgh, PA 15203",N,Allentown,3,CRIM MISCHIEF,3304 Criminal Mischief. / 9999 9999 - (Misc. Incident): ,1803,3,3,-79.9665213559532,40.4233767506602
237125192,20193287,0,2020-10-15T23:28:00,"Shady Ave & 5th Ave Pittsburgh, PA 15206",Y,Shadyside,4,DUI - GENERAL IMPAIRMENT,3736 Reckless Driving / 3802(a)(1) DUI - General Impairment,706,8,3,-79.9207158563846,40.452902087372
237073451,20192743,99,2020-10-15T09:26:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,FOUND PROPERTY,9489 Found Property,1115,9,2,-79.9221749446935,40.4651657848127
237139891,20193433,14,2020-10-16T06:30:00,"20 Block Lane Way Pittsburgh, PA 15212",N,Central North Side,1,CRIM MISCHIEF,3304 Criminal Mischief.,2503,6,1,-80.0092454997512,40.4600584981947
237146573,20193465,10,2020-10-16T08:35:00,"400 Block Minton St Pittsburgh, PA 15204",Y,Sheraden,6,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,2018,2,5,-80.0514523336164,40.4575582491147
237149921,20193514,6,2020-10-16T08:15:00,"West Ohio St & Ridge Ave Pittsburgh, PA 15212",N,Allegheny West,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2201,1,1,-80.0111166737607,40.4515512523467
237158686,20192878,27,2020-10-15T13:24:00,"Hastings St & Beechwood Blvd Pittsburgh, PA 15206",N,Point Breeze,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1404,8,3,-79.9183458856869,40.4462110739433
237177167,20193732,10,2020-10-16T15:15:00,"7100 Block Frankstown Ave Pittsburgh, PA 15208",Y,Homewood North,5,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a) Harassment.,1302,9,2,-79.8985004674126,40.4578978331942
236015094,20185683,10,2020-10-04T13:17:00,"5600 Block Stanton Ave Pittsburgh, PA 15206",Y,Highland Park,5,TERRORISTIC THREATS,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats.,1102,9,2,-79.9262526563548,40.4715111797246
236019945,20185804,14,2020-10-04T17:48:00,"600 Block Chester Ave Pittsburgh, PA 15214",N,Perry South,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2614,6,1,-80.0173253055163,40.4659411270787
236021572,20185740,5,2020-10-04T16:06:00,"800 Block Chartiers Ave Pittsburgh, PA 15220",N,Elliott,6,BURGLARY,3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304 Criminal Mischief. / 903 Criminal Conspiracy.,2020,2,5,-80.0390413458052,40.4425953557746
236024889,20185825,6,2020-10-04T18:40:00,"1100 Block Elwell St Pittsburgh, PA 15207",Y,Lincoln Place,4,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 3925 Receiving Stolen Property. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 6712 Use of Carts, Cases, Trays, Baskets, Boxes and  Cont. / 9501 Bench Warrant / 3543 Pedestrians Crossing at Other Than Crosswalks.",3102,5,3,-79.9173396778416,40.3693948020865
236025970,20185900,0,2020-10-04T21:30:00,"2500 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,8106 Shots Fired,509,6,3,-79.9728325359297,40.4504453708583
237566260,20196869,18,2020-10-21T10:00:00,"100 Block Charles St Pittsburgh, PA 15210",Y,Knoxville,3,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 4914 False Identification to Law Enforcement Authorities / 1501 Drivers Required to be Licensed. / 6110.2 Possesion of Firearm with Altered Mfg. Number / 1543 Driving While Operating Privilege is Suspended or Revoked.,3001,3,5,-79.988182545885,40.4166475121147
237591508,20197188,23,2020-10-21T18:23:00,"6th Ave & Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness / 9998 Overdose Other,201,6,6,-80.0002309446644,40.442341198819
237600079,20197281,10,2020-10-21T20:15:00,"7600 Block Penn Ave Pittsburgh, PA 15221",N,Point Breeze,4,SIMPLE ASSAULT,2701 Simple Assault.,1406,9,3,-79.8951355743265,40.4471228791488
236283459,20187412,27,2020-10-07T09:25:00,"1000 Block Becks Run Rd Pittsburgh, PA 15210",N,Arlington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1603,3,3,-79.9570745989215,40.4109174549061
236288891,20187362,0,2020-10-07T07:45:00,"4100 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,99,6503.1 Habitual Offenders / 1543 Driving While Operating Privilege is Suspended or Revoked.,1609,3,3,-79.9556384552195,40.4125728978046
236313691,20187513,0,2020-10-07T12:09:00,"1500 Block Superior Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): ,2704,1,1,-80.0324039184795,40.4664721855675
236336442,20187728,0,2020-10-07T18:08:00,"1400 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,99,9998 Overdose Other,1702,3,3,-79.984034293315,40.4286565603557
236349659,20187894,10,2020-10-07T21:20:00,"600 Block Hazelwood Ave Pittsburgh, PA 15207",N,Greenfield,4,TERRORISTIC THREATS,2706 Terroristic Threats.,1517,5,3,-79.936561287643,40.4178943348963
236352854,20187962,6,2020-10-07T21:00:00,"900 Block Roselle Ct Pittsburgh, PA 15207",N,Glen Hazel,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1504,,,0,0
236356289,20188007,5,2020-10-08T03:00:00,"6500 Block Shetland St Pittsburgh, PA 15206",Y,Larimer,5,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition. / 2706 Terroristic Threats. / 3503 Criminal Trespass,1204,9,2,-79.9091694238062,40.4634504533681
236358020,20188027,0,2020-10-08T05:48:00,"S 27th St & E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,99,"3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means",1609,3,3,-79.9670715985909,40.4270897506444
237890719,20200197,6,2020-10-26T09:00:00,"900 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle,201,6,6,-79.9980468769971,40.4436186700538
237949770,20200420,99,2020-10-26T15:30:00,"1000 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2304,1,1,-80.0021693180725,40.4558718207217
237957912,20200168,10,2020-10-26T07:55:00,"Forbes Ave & Atwood St Pittsburgh, PA 15213",Y,Central Oakland,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING",405,3,3,-79.9576291371076,40.4410980089075
237996029,20200922,0,2020-10-27T09:16:00,"Whited St & Saw Mill Run Blvd Pittsburgh, PA 15210",N,Brookline,6,99,9999 9999 - (Misc. Incident): ,3206,4,3,-79.9982137110554,40.396305136835
238010193,20200981,0,2020-10-27T10:20:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,99,9093 Indirect Criminal Contempt,1803,3,5,-79.9937050598573,40.4218022561637
236057790,20186056,5,2020-10-05T06:30:00,"5700 Block Kentucky Ave Pittsburgh, PA 15232",N,Shadyside,4,BURGLARY,3502 Burglary.,706,8,2,-79.9300283096561,40.4505326868439
237304387,20195606,29,2020-10-19T10:45:00,"100 Block Penfort St Pittsburgh, PA 15214",N,Northview Heights,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2609,,,0,0
237306730,20195544,99,2020-10-19T09:53:00,"800 Block Vinial St Pittsburgh, PA 15212",N,Troy Hill,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2406,1,1,-79.9917179937944,40.4570884959254
237342147,20195791,23,2020-10-19T16:55:00,"7th St Brg Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness,201,6,6,-80.0000870914517,40.442839376201
